age,gender,procrastination_level,motivation_level,fatigue_level,sleep_hours,task_complexity,current_habits_count,morning_person,goal_clarity,focus_span,time_availability,recommended_technique
37,Female,4,2,3,7.661219817,2,1,1,1,63,2.374990514,2 Minute Rule
45,Female,5,4,3,4.276378382,1,8,0,3,55,4.513403808,2 Minute Rule
28,Other,1,5,1,8.4962741,3,7,1,1,59,4.676938268,90/90/1 Rule
53,Male,3,5,3,9.507045299,2,2,1,2,99,1.311699851,90/90/1 Rule
30,Female,2,2,4,7.648173745,4,8,1,5,23,7.499827853,Pomodoro
60,Female,4,2,1,5.39581983,2,0,1,1,66,3.001342652,2 Minute Rule
20,Other,4,5,5,8.501564765,5,3,1,1,103,2.142275953,Pomodoro
50,Female,4,4,4,5.533834563,1,7,1,3,97,4.198075323,Pomodoro
39,Female,2,2,2,7.165381894,5,2,0,1,26,2.492070932,Pomodoro
38,Other,3,4,5,5.029578202,3,0,0,4,31,5.782647174,Pomodoro
23,Female,5,5,3,5.004758467,3,3,0,2,14,6.520742536,Pomodoro
23,Female,3,5,4,6.775561283,5,0,0,3,84,2.291785218,Pomodoro
21,Other,3,1,4,4.199607827,2,7,1,4,110,0.813662178,Pomodoro
47,Male,2,3,2,4.731328495,3,4,0,4,110,5.179167074,90/90/1 Rule
28,Male,3,4,1,6.495168168,5,0,1,1,65,4.718840894,90/90/1 Rule
47,Male,1,1,3,4.378779455,2,7,0,2,55,3.515983663,90/90/1 Rule
48,Other,4,3,4,6.380530339,2,8,1,4,14,5.329204563,Pomodoro
41,Female,1,4,2,6.844037596,4,9,1,3,10,4.629599735,Pomodoro
26,Other,5,2,5,6.707599684,2,1,1,4,66,2.379361824,Pomodoro
20,Other,4,3,4,9.215049144,3,8,0,5,117,3.482967317,Pomodoro
48,Female,3,5,2,7.18037473,3,7,0,3,9,3.710851773,Pomodoro
57,Male,5,1,1,6.807882771,5,6,0,3,74,7.101859959,90/90/1 Rule
54,Male,4,3,1,6.464255472,5,2,1,4,67,7.706781156,90/90/1 Rule
53,Other,3,3,4,8.90574027,2,1,0,1,60,7.197510218,Pomodoro
41,Male,1,5,4,9.370339624,1,6,0,3,63,5.89383518,Pomodoro
48,Other,4,4,3,9.119454815,4,4,0,5,67,4.887445502,90/90/1 Rule
23,Other,3,2,2,7.041279469,5,5,0,1,115,5.669462266,90/90/1 Rule
19,Female,1,5,4,4.824170476,2,3,1,1,93,7.543319155,Pomodoro
37,Female,4,2,3,7.661219817,2,1,1,1,63,2.374990514,2 Minute Rule
45,Female,5,4,3,4.276378382,1,8,0,3,55,4.513403808,2 Minute Rule
28,Other,1,5,1,8.4962741,3,7,1,1,59,4.676938268,90/90/1 Rule
53,Male,3,5,3,9.507045299,2,2,1,2,99,1.311699851,90/90/1 Rule
30,Female,2,2,4,7.648173745,4,8,1,5,23,7.499827853,Pomodoro
60,Female,4,2,1,5.39581983,2,0,1,1,66,3.001342652,2 Minute Rule
20,Other,4,5,5,8.501564765,5,3,1,1,103,2.142275953,Pomodoro
50,Female,4,4,4,5.533834563,1,7,1,3,97,4.198075323,Pomodoro
39,Female,2,2,2,7.165381894,5,2,0,1,26,2.492070932,Pomodoro
38,Other,3,4,5,5.029578202,3,0,0,4,31,5.782647174,Pomodoro
23,Female,5,5,3,5.004758467,3,3,0,2,14,6.520742536,Pomodoro
23,Female,3,5,4,6.775561283,5,0,0,3,84,2.291785218,Pomodoro
21,Other,3,1,4,4.199607827,2,7,1,4,110,0.813662178,Pomodoro
47,Male,2,3,2,4.731328495,3,4,0,4,110,5.179167074,90/90/1 Rule
28,Male,3,4,1,6.495168168,5,0,1,1,65,4.718840894,90/90/1 Rule
47,Male,1,1,3,4.378779455,2,7,0,2,55,3.515983663,90/90/1 Rule
48,Other,4,3,4,6.380530339,2,8,1,4,14,5.329204563,Pomodoro
41,Female,1,4,2,6.844037596,4,9,1,3,10,4.629599735,Pomodoro
26,Other,5,2,5,6.707599684,2,1,1,4,66,2.379361824,Pomodoro
20,Other,4,3,4,9.215049144,3,8,0,5,117,3.482967317,Pomodoro
48,Female,3,5,2,7.18037473,3,7,0,3,9,3.710851773,Pomodoro
57,Male,5,1,1,6.807882771,5,6,0,3,74,7.101859959,90/90/1 Rule
54,Male,4,3,1,6.464255472,5,2,1,4,67,7.706781156,90/90/1 Rule
53,Other,3,3,4,8.90574027,2,1,0,1,60,7.197510218,Pomodoro
41,Male,1,5,4,9.370339624,1,6,0,3,63,5.89383518,Pomodoro
48,Other,4,4,3,9.119454815,4,4,0,5,67,4.887445502,90/90/1 Rule
23,Other,3,2,2,7.041279469,5,5,0,1,115,5.669462266,90/90/1 Rule
19,Female,1,5,4,4.824170476,2,3,1,1,93,7.543319155,Pomodoro
37,Female,4,2,3,7.661219817,2,1,1,1,63,2.374990514,2 Minute Rule
45,Female,5,4,3,4.276378382,1,8,0,3,55,4.513403808,2 Minute Rule
28,Other,1,5,1,8.4962741,3,7,1,1,59,4.676938268,90/90/1 Rule
53,Male,3,5,3,9.507045299,2,2,1,2,99,1.311699851,90/90/1 Rule
30,Female,2,2,4,7.648173745,4,8,1,5,23,7.499827853,Pomodoro
60,Female,4,2,1,5.39581983,2,0,1,1,66,3.001342652,2 Minute Rule
20,Other,4,5,5,8.501564765,5,3,1,1,103,2.142275953,Pomodoro
50,Female,4,4,4,5.533834563,1,7,1,3,97,4.198075323,Pomodoro
39,Female,2,2,2,7.165381894,5,2,0,1,26,2.492070932,Pomodoro
38,Other,3,4,5,5.029578202,3,0,0,4,31,5.782647174,Pomodoro
23,Female,5,5,3,5.004758467,3,3,0,2,14,6.520742536,Pomodoro
23,Female,3,5,4,6.775561283,5,0,0,3,84,2.291785218,Pomodoro
21,Other,3,1,4,4.199607827,2,7,1,4,110,0.813662178,Pomodoro
47,Male,2,3,2,4.731328495,3,4,0,4,110,5.179167074,90/90/1 Rule
28,Male,3,4,1,6.495168168,5,0,1,1,65,4.718840894,90/90/1 Rule
47,Male,1,1,3,4.378779455,2,7,0,2,55,3.515983663,90/90/1 Rule
48,Other,4,3,4,6.380530339,2,8,1,4,14,5.329204563,Pomodoro
35,male,2,8,7,9.0,1,1,0,5,38,86.0,Eisenhower Matrix
35,male,3,7,4,7.0,1,1,0,9,33,161.0,Eisenhower Matrix
35,male,3,7,7,8.0,1,1,0,9,55,87.0,Eisenhower Matrix
35,male,2,8,6,8.0,2,1,0,10,23,205.0,Eisenhower Matrix
35,male,5,5,5,7.0,5,1,0,6,40,120.0,2 Minute Rule
